COMMAND      PID                 USER   FD   TYPE             DEVICE SIZE/OFF   NODE NAME
pipewire    1937                meaow   26u  unix 0xffff8cb931e67000      0t0  25587 type=STREAM (CONNECTED)
pipewire    1937                meaow   27u  unix 0xffff8cb931e67000      0t0  25587 type=STREAM (CONNECTED)
pipewire    1937                meaow   28u  unix 0xffff8cb931e66000      0t0  24186 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1937                meaow   30u  unix 0xffff8cb901c9e400      0t0  24181 type=STREAM (CONNECTED)
pipewire    1937                meaow   31u  unix 0xffff8cb901c9e400      0t0  24181 type=STREAM (CONNECTED)
pipewire    1937                meaow   32u  unix 0xffff8cb901c9e400      0t0  24181 type=STREAM (CONNECTED)
pipewire    1937                meaow   33u  unix 0xffff8cb901c9d800      0t0  24187 type=DGRAM (UNCONNECTED)
pipewire    1937                meaow   40u  unix 0xffff8cb901c9d400      0t0  24185 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1937                meaow   41u  unix 0xffff8cb931e66800      0t0  24196 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1937                meaow   42u  unix 0xffff8cb921325000      0t0  29708 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1937                meaow   43u  unix 0xffff8cb90f62a800      0t0  29712 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1937                meaow   44u  unix 0xffff8cb90f636000      0t0  29764 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1937                meaow   52u  unix 0xffff8cb931e3b800      0t0  28117 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1937                meaow   53u  unix 0xffff8cba0cd2e000      0t0  28410 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1937                meaow   54u  unix 0xffff8cba0cd2c000      0t0  28416 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1938                meaow    1u  unix 0xffff8cb9011f7c00      0t0  26512 type=STREAM (CONNECTED)
pipewire    1938                meaow    2u  unix 0xffff8cb9011f7c00      0t0  26512 type=STREAM (CONNECTED)
pipewire    1938                meaow   12u  unix 0xffff8cb931e65c00      0t0  25573 type=STREAM (CONNECTED)
wireplumb   1945                meaow    1u  unix 0xffff8cba05ec5800      0t0  24118 type=STREAM (CONNECTED)
wireplumb   1945                meaow    2u  unix 0xffff8cba05ec5800      0t0  24118 type=STREAM (CONNECTED)
wireplumb   1945                meaow   11u  unix 0xffff8cb901c98c00      0t0  22388 type=STREAM (CONNECTED)
wireplumb   1945                meaow   17u  unix 0xffff8cb931e65400      0t0  26633 type=STREAM (CONNECTED)
wireplumb   1945                meaow   21u  unix 0xffff8cb931e64800      0t0  26637 type=STREAM (CONNECTED)
wireplumb   1945                meaow   23u  unix 0xffff8cb901c9d000      0t0  24198 type=STREAM (CONNECTED)
wireplumb   1945                meaow   25u  unix 0xffff8cb931e66400      0t0  26641 type=DGRAM (UNCONNECTED)
wireplumb   1945                meaow   32u  unix 0xffff8cb901c9ec00      0t0  24249 type=STREAM (CONNECTED)
wireplumb   1945                meaow   33u  unix 0xffff8cb901c9ec00      0t0  24249 type=STREAM (CONNECTED)
wireplumb   1945                meaow   34u  unix 0xffff8cb901c9ec00      0t0  24249 type=STREAM (CONNECTED)
pipewire-   1951                meaow    1u  unix 0xffff8cb9011e8400      0t0  24139 type=STREAM (CONNECTED)
pipewire-   1951                meaow    2u  unix 0xffff8cb9011e8400      0t0  24139 type=STREAM (CONNECTED)
pipewire-   1951                meaow    3u  unix 0xffff8cba10f43000      0t0  25462 /run/user/1000/pulse/native type=STREAM (LISTEN)
pipewire-   1951                meaow   13u  unix 0xffff8cb901c9e800      0t0  24155 type=STREAM (CONNECTED)
pipewire-   1951                meaow   19u  unix 0xffff8cb901c9f400      0t0  24165 type=STREAM (CONNECTED)
pipewire-   1951                meaow   20u  unix 0xffff8cb901c9f400      0t0  24165 type=STREAM (CONNECTED)
pipewire-   1951                meaow   21u  unix 0xffff8cb901c9f400      0t0  24165 type=STREAM (CONNECTED)
pipewire-   1951                meaow   22u  unix 0xffff8cb901c9e000      0t0  24167 type=STREAM (CONNECTED)
pipewire-   1951                meaow   23u  unix 0xffff8cb921326c00      0t0  29709 /run/user/1000/pulse/native type=STREAM (CONNECTED)
pipewire-   1951                meaow   24u  unix 0xffff8cb90f628800      0t0  29711 type=STREAM (CONNECTED)
pipewire-   1951                meaow   25u  unix 0xffff8cb92a4a9400      0t0  29758 /run/user/1000/pulse/native type=STREAM (CONNECTED)
pipewire-   1951                meaow   26u  unix 0xffff8cb90f634400      0t0  29763 type=STREAM (CONNECTED)
pipewire-   1951                meaow   27u  unix 0xffff8cba06f6ec00      0t0  30137 /run/user/1000/pulse/native type=STREAM (CONNECTED)
pipewire-   1951                meaow   28u  unix 0xffff8cba0cd2d000      0t0  30138 type=STREAM (CONNECTED)
pipewire-   1951                meaow   29u  unix 0xffff8cba0cd2c400      0t0  30187 /run/user/1000/pulse/native type=STREAM (CONNECTED)
pipewire-   1951                meaow   30u  unix 0xffff8cba0cd2d400      0t0  30188 type=STREAM (CONNECTED)
gnome-key   1959                meaow    1u  unix 0xffff8cb901c9a800      0t0  22379 type=STREAM (CONNECTED)
gnome-key   1959                meaow    2u  unix 0xffff8cb901c9a800      0t0  22379 type=STREAM (CONNECTED)
gnome-key   1959                meaow    3u  unix 0xffff8cba2ca4fc00      0t0  25452 /run/user/1000/keyring/control type=STREAM (LISTEN)
gnome-key   1959                meaow    6u  unix 0xffff8cb901c9b000      0t0  22398 type=STREAM (CONNECTED)
gnome-key   1959                meaow    8u  unix 0xffff8cb901c9bc00      0t0  22400 type=STREAM (CONNECTED)
gnome-key   1959                meaow    9u  unix 0xffff8cba10f43c00      0t0  22403 /run/user/1000/keyring/pkcs11 type=STREAM (LISTEN)
gnome-key   1959                meaow   11u  unix 0xffff8cb91120e800      0t0  26764 type=DGRAM (CONNECTED)
gnome-key   1959                meaow   12u  unix 0xffff8cb91120f400      0t0  26765 type=DGRAM (UNCONNECTED)
gnome-key   1959                meaow   13u  unix 0xffff8cb91120f000      0t0  26769 /run/user/1000/keyring/ssh type=STREAM (LISTEN)
dbus-daem   1965                meaow    1u  unix 0xffff8cba10f40000      0t0  25553 type=STREAM (CONNECTED)
dbus-daem   1965                meaow    2u  unix 0xffff8cba10f40000      0t0  25553 type=STREAM (CONNECTED)
dbus-daem   1965                meaow    3u  unix 0xffff8cba2ca4f000      0t0  25447 /run/user/1000/bus type=STREAM (LISTEN)
dbus-daem   1965                meaow    5u  unix 0xffff8cb931d96000      0t0  25566 type=DGRAM (CONNECTED)
dbus-daem   1965                meaow    7u  unix 0xffff8cb931d94400      0t0  25567 type=STREAM (CONNECTED)
dbus-daem   1965                meaow    8u  unix 0xffff8cb931d97000      0t0  25568 type=STREAM (CONNECTED)
dbus-daem   1965                meaow    9u  unix 0xffff8cb931e67400      0t0  22394 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   10u  unix 0xffff8cb901c9c400      0t0  22395 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   11u  unix 0xffff8cb901c9f800      0t0  22399 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   12u  unix 0xffff8cb901c99000      0t0  22401 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   13u  unix 0xffff8cb931e64c00      0t0  22385 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   14u  unix 0xffff8cb901c9cc00      0t0  22402 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   15u  unix 0xffff8cb90e4b8400      0t0  22432 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   16u  unix 0xffff8cb9011ed400      0t0  22408 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   17u  unix 0xffff8cba10f42c00      0t0  22411 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   18u  unix 0xffff8cb931e5d400      0t0  24297 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   19u  unix 0xffff8cb91120e000      0t0  26721 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   20u  unix 0xffff8cba0c917c00      0t0  24314 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   21u  unix 0xffff8cb911213400      0t0  27793 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   22u  unix 0xffff8cb911213800      0t0  24346 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   23u  unix 0xffff8cb931e5d000      0t0  27815 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   24u  unix 0xffff8cb90bb2e400      0t0  26863 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   25u  unix 0xffff8cb90bb2f000      0t0  26874 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   26u  unix 0xffff8cb931e3bc00      0t0  33781 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   27u  unix 0xffff8cb90e4b9800      0t0  26906 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   28u  unix 0xffff8cb912610800      0t0  29160 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   29u  unix 0xffff8cb90d659c00      0t0  26918 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   30u  unix 0xffff8cb90bb4e800      0t0  27162 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   31u  unix 0xffff8cb912606000      0t0  26919 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   32u  unix 0xffff8cb90d675400      0t0  28998 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   33u  unix 0xffff8cb912607000      0t0  28890 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   34u  unix 0xffff8cb90bb4dc00      0t0  28835 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   35u  unix 0xffff8cb912604400      0t0  28914 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   36u  unix 0xffff8cb90bada400      0t0  28928 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   37u  unix 0xffff8cb91260d000      0t0  28944 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   38u  unix 0xffff8cb91260ec00      0t0  28945 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   39u  unix 0xffff8cb91260dc00      0t0  28946 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   40u  unix 0xffff8cb90bb2cc00      0t0  28950 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   41u  unix 0xffff8cb90f5ee400      0t0  28952 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   42u  unix 0xffff8cb90bb2fc00      0t0  28954 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   43u  unix 0xffff8cb91260f000      0t0  28960 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   44u  unix 0xffff8cb90d672400      0t0  28964 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   45u  unix 0xffff8cb912613800      0t0  28966 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   46u  unix 0xffff8cb90d671800      0t0  28969 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   47u  unix 0xffff8cb911221000      0t0  28970 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   48u  unix 0xffff8cb911223400      0t0  28973 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   49u  unix 0xffff8cb911220400      0t0  28987 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   50u  unix 0xffff8cb912610c00      0t0  28982 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   51u  unix 0xffff8cb90d675000      0t0  29011 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   52u  unix 0xffff8cb91260e400      0t0  24531 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   53u  unix 0xffff8cb90f5ec000      0t0  24538 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   54u  unix 0xffff8cb911221800      0t0  29035 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   55u  unix 0xffff8cb90f5ee800      0t0  29037 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   56u  unix 0xffff8cb90d672800      0t0  27177 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   57u  unix 0xffff8cb90f62a000      0t0  24561 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   58u  unix 0xffff8cb91120d400      0t0  24563 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   59u  unix 0xffff8cb912612000      0t0  27939 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   60u  unix 0xffff8cb90f629800      0t0  29700 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   61u  unix 0xffff8cb90f628c00      0t0  27224 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   62u  unix 0xffff8cb90f628000      0t0  29706 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   63u  unix 0xffff8cb90d689c00      0t0  29737 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   64u  unix 0xffff8cb90f634000      0t0  29749 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   65u  unix 0xffff8cba06f6d400      0t0  30111 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   66u  unix 0xffff8cb921327400      0t0  29750 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   67u  unix 0xffff8cb90d68a000      0t0  29751 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   68u  unix 0xffff8cb912604000      0t0  29753 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   69u  unix 0xffff8cb90f636800      0t0  29754 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   70u  unix 0xffff8cb90d68b800      0t0  29756 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   71u  unix 0xffff8cb92a4ab800      0t0  29757 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   72u  unix 0xffff8cb90f631400      0t0  28018 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   73u  unix 0xffff8cb92a4ac400      0t0  29189 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   74u  unix 0xffff8cb90f62b000      0t0  29196 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   75u  unix 0xffff8cb90f630800      0t0  29200 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   76u  unix 0xffff8cb90f633c00      0t0  29867 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   77u  unix 0xffff8cb92a4ad800      0t0  29882 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   78u  unix 0xffff8cba05024400      0t0  28110 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   79u  unix 0xffff8cb92a4a0000      0t0  28112 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   80u  unix 0xffff8cb931e39400      0t0  27348 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   81u  unix 0xffff8cba0c555c00      0t0  28168 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   82u  unix 0xffff8cb9011ea000      0t0  45405 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   83u  unix 0xffff8cb911213c00      0t0  34523 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   84u  unix 0xffff8cba08742400      0t0  30114 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   85u  unix 0xffff8cb92a4a8400      0t0  45000 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   86u  unix 0xffff8cb92a4b1800      0t0  27636 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1965                meaow   88u  unix 0xffff8cba0cd2cc00      0t0  27638 /run/user/1000/bus type=STREAM (CONNECTED)
xdg-docum   2005                meaow    1u  unix 0xffff8cb9011ef400      0t0  26575 type=STREAM (CONNECTED)
xdg-docum   2005                meaow    2u  unix 0xffff8cb9011ef400      0t0  26575 type=STREAM (CONNECTED)
xdg-docum   2005                meaow    5u  unix 0xffff8cb9011ee400      0t0  26577 type=STREAM (CONNECTED)
xdg-docum   2005                meaow    8u  unix 0xffff8cb901c9c800      0t0  24228 type=STREAM (CONNECTED)
xdg-permi   2009                meaow    1u  unix 0xffff8cb901c9ac00      0t0  26589 type=STREAM (CONNECTED)
xdg-permi   2009                meaow    2u  unix 0xffff8cb901c9ac00      0t0  26589 type=STREAM (CONNECTED)
xdg-permi   2009                meaow    5u  unix 0xffff8cba10f41c00      0t0  22410 type=STREAM (CONNECTED)
fusermoun   2016                 root    7u  unix 0xffff8cb901c9dc00      0t0  24227 type=STREAM (CONNECTED)
gdm-wayla   2039                meaow    1u  unix 0xffff8cba10f40c00      0t0  22428 type=STREAM (CONNECTED)
gdm-wayla   2039                meaow    2u  unix 0xffff8cb90e4b8800      0t0  22429 type=STREAM (CONNECTED)
gdm-wayla   2039                meaow    5u  unix 0xffff8cb90e4bb400      0t0  22431 type=STREAM (CONNECTED)
gdm-wayla   2039                meaow    8u  unix 0xffff8cb90e4ba000      0t0  22436 type=STREAM (CONNECTED)
gnome-ses   2044                meaow    1u  unix 0xffff8cb931e5cc00      0t0  27697 type=STREAM (CONNECTED)
gnome-ses   2044                meaow    2u  unix 0xffff8cb931e5cc00      0t0  27697 type=STREAM (CONNECTED)
gnome-ses   2044                meaow    3u  unix 0xffff8cb931e5cc00      0t0  27697 type=STREAM (CONNECTED)
gcr-ssh-a   2106                meaow    1u  unix 0xffff8cb90e4bac00      0t0  22482 type=STREAM (CONNECTED)
gcr-ssh-a   2106                meaow    2u  unix 0xffff8cb90e4bac00      0t0  22482 type=STREAM (CONNECTED)
gcr-ssh-a   2106                meaow    3u  unix 0xffff8cba2ca4dc00      0t0  25451 /run/user/1000/gcr/ssh type=STREAM (LISTEN)
gnome-ses   2107                meaow    1u  unix 0xffff8cb931e64400      0t0  26700 type=STREAM (CONNECTED)
gnome-ses   2107                meaow    2u  unix 0xffff8cb931e64400      0t0  26700 type=STREAM (CONNECTED)
gvfsd       2121                meaow    1u  unix 0xffff8cb931e67800      0t0  26718 type=STREAM (CONNECTED)
gvfsd       2121                meaow    2u  unix 0xffff8cb931e67800      0t0  26718 type=STREAM (CONNECTED)
gvfsd       2121                meaow    5u  unix 0xffff8cb91120c400      0t0  26720 type=STREAM (CONNECTED)
gvfsd-fus   2129                meaow    1u  unix 0xffff8cb931e67800      0t0  26718 type=STREAM (CONNECTED)
gvfsd-fus   2129                meaow    2u  unix 0xffff8cb931e67800      0t0  26718 type=STREAM (CONNECTED)
gvfsd-fus   2129                meaow    6u  unix 0xffff8cb931e5e000      0t0  27760 type=STREAM (CONNECTED)
gnome-ses   2131                meaow    1u  unix 0xffff8cb91120f800      0t0  26739 type=STREAM (CONNECTED)
gnome-ses   2131                meaow    2u  unix 0xffff8cb91120f800      0t0  26739 type=STREAM (CONNECTED)
gnome-ses   2131                meaow    3u  unix 0xffff8cb91120f800      0t0  26739 type=STREAM (CONNECTED)
gnome-ses   2131                meaow    6u  unix 0xffff8cb91120d000      0t0  26750 type=STREAM (CONNECTED)
gnome-ses   2131                meaow    9u  unix 0xffff8cba0c915c00      0t0  24313 type=STREAM (CONNECTED)
gnome-ses   2131                meaow   11u  unix 0xffff8cb91120ec00      0t0  26753 @/tmp/.ICE-unix/2131 type=STREAM (LISTEN)
gnome-ses   2131                meaow   12u  unix 0xffff8cb91120fc00      0t0  26754 /tmp/.ICE-unix/2131 type=STREAM (LISTEN)
gnome-ses   2131                meaow   14u  unix 0xffff8cb90e4bbc00      0t0  28723 type=DGRAM (CONNECTED)
gnome-ses   2131                meaow   16u  unix 0xffff8cb931e4bc00      0t0  28805 @/tmp/.ICE-unix/2131 type=STREAM (CONNECTED)
gnome-ses   2131                meaow   24u  unix 0xffff8cb90badb400      0t0  24487 type=DGRAM (UNCONNECTED)
gnome-she   2169                meaow    1u  unix 0xffff8cb931e5c800      0t0  27791 type=STREAM (CONNECTED)
gnome-she   2169                meaow    2u  unix 0xffff8cb931e5c800      0t0  27791 type=STREAM (CONNECTED)
gnome-she   2169                meaow    5u  unix 0xffff8cb911212400      0t0  26816 type=STREAM (CONNECTED)
gnome-she   2169                meaow    8u  unix 0xffff8cb911211800      0t0  26818 type=STREAM (CONNECTED)
gnome-she   2169                meaow    9u  unix 0xffff8cb931e5dc00      0t0  27796 type=DGRAM (UNCONNECTED)
gnome-she   2169                meaow   26u  unix 0xffff8cb931e5f000      0t0  27814 type=STREAM (CONNECTED)
gnome-she   2169                meaow   27u  unix 0xffff8cb931e5d800      0t0  27816 type=STREAM (CONNECTED)
gnome-she   2169                meaow   34u  unix 0xffff8cb931e5f800      0t0  27817 @/tmp/.X11-unix/X0 type=STREAM (LISTEN)
gnome-she   2169                meaow   35u  unix 0xffff8cb931e5e800      0t0  27818 /tmp/.X11-unix/X0 type=STREAM (LISTEN)
gnome-she   2169                meaow   36u  unix 0xffff8cb931e5c400      0t0  27819 @/tmp/.X11-unix/X1 type=STREAM (LISTEN)
gnome-she   2169                meaow   37u  unix 0xffff8cb931e5f400      0t0  27820 /tmp/.X11-unix/X1 type=STREAM (LISTEN)
gnome-she   2169                meaow   39u  unix 0xffff8cb931e5fc00      0t0  27821 /run/user/1000/wayland-0 type=STREAM (LISTEN)
gnome-she   2169                meaow   40u  unix 0xffff8cb931e5fc00      0t0  27821 /run/user/1000/wayland-0 type=STREAM (LISTEN)
gnome-she   2169                meaow   51u  unix 0xffff8cb931e4b800      0t0  27832 type=STREAM (CONNECTED)
gnome-she   2169                meaow   52u  unix 0xffff8cb912611400      0t0  27941 type=STREAM (CONNECTED)
gnome-she   2169                meaow   53u  unix 0xffff8cb90d658400      0t0  29064 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   56u  unix 0xffff8cb90d658400      0t0  29064 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   59u  unix 0xffff8cb911222800      0t0  27227 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   61u  unix 0xffff8cb921327c00      0t0  27251 type=STREAM (CONNECTED)
gnome-she   2169                meaow   62u  unix 0xffff8cb911222800      0t0  27227 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   71u  unix 0xffff8cb921325800      0t0  27247 type=STREAM (CONNECTED)
gnome-she   2169                meaow   73u  unix 0xffff8cb921324c00      0t0  27248 type=STREAM (CONNECTED)
gnome-she   2169                meaow   75u  unix 0xffff8cb90f5ed800      0t0  27252 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   77u  unix 0xffff8cb90f5ed800      0t0  27252 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   78u  unix 0xffff8cb90f5ecc00      0t0  27253 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   79u  unix 0xffff8cb90f5ecc00      0t0  27253 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   80u  unix 0xffff8cb90f5efc00      0t0  27254 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   81u  unix 0xffff8cb90f5efc00      0t0  27254 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   82u  unix 0xffff8cb90d674400      0t0  27255 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   83u  unix 0xffff8cb90d674400      0t0  27255 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   84u  unix 0xffff8cb912610000      0t0  27256 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   85u  unix 0xffff8cb912610000      0t0  27256 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   87u  unix 0xffff8cb921326800      0t0  27258 type=STREAM (CONNECTED)
gnome-she   2169                meaow   92u  unix 0xffff8cb92a4a3800      0t0  28037 type=STREAM (CONNECTED)
gnome-she   2169                meaow   93u  unix 0xffff8cb931e3a800      0t0  29899 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow   94u  unix 0xffff8cb92a4a3800      0t0  28037 type=STREAM (CONNECTED)
gnome-she   2169                meaow   97u  unix 0xffff8cb92a4a1000      0t0  28093 type=STREAM (CONNECTED)
gnome-she   2169                meaow   99u  unix 0xffff8cb92a4a1000      0t0  28093 type=STREAM (CONNECTED)
gnome-she   2169                meaow  105u  unix 0xffff8cba05026000      0t0  27336 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  106u  unix 0xffff8cba05026000      0t0  27336 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  113u  unix 0xffff8cb92a4b2000      0t0  29450 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  116u  unix 0xffff8cb931e3a800      0t0  29899 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  120u  unix 0xffff8cb92a4b2000      0t0  29450 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  144u  unix 0xffff8cba08741400      0t0  30110 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  145u  unix 0xffff8cba08741400      0t0  30110 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  151u  unix 0xffff8cba06f6cc00      0t0  29493 type=STREAM (CONNECTED)
gnome-she   2169                meaow  181u  unix 0xffff8cba2cb48400      0t0  44378 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  182u  unix 0xffff8cba2cb48400      0t0  44378 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  187u  unix 0xffff8cb90d688800      0t0  45407 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2169                meaow  188u  unix 0xffff8cb90d688800      0t0  45407 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
at-spi-bu   2172                meaow    1u  unix 0xffff8cb90e4b9c00      0t0  28713 type=STREAM (CONNECTED)
at-spi-bu   2172                meaow    2u  unix 0xffff8cb90e4b9c00      0t0  28713 type=STREAM (CONNECTED)
at-spi-bu   2172                meaow    8u  unix 0xffff8cb911213000      0t0  26789 type=STREAM (CONNECTED)
